time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-11-25T05:06:07.870Z,17.9666,-66.7893,18,2,md,11,205,0.0903,0.13,pr,pr2021329006,2021-11-25T05:42:19.394Z,"Puerto Rico region",earthquake,0.61,0.49,0.05,3,reviewed,pr,pr
2021-11-25T04:56:47.970Z,17.9268,-66.9036,11,2.88,md,26,192,0.0541,0.19,pr,pr2021329004,2021-11-25T05:24:54.874Z,"4 km S of Guánica, Puerto Rico",earthquake,0.43,0.37,0.19,10,reviewed,pr,pr
2021-11-25T04:49:57.865Z,62.0735,-148.4544,33.4,1.5,ml,,,,0.84,ak,ak021f46hjfu,2021-11-25T04:52:40.742Z,"30 km N of Chickaloon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-11-25T04:33:08.484Z,37.6812,-115.0704,16,2,ml,16,117.17,0.275,0.402,nn,nn00828783,2021-11-25T04:36:50.524Z,"16 km NE of Hiko, Nevada",earthquake,,0.8,0.76,14,automatic,nn,nn
2021-11-25T04:31:08.810Z,17.9026,-67.1441,3,2.61,md,16,254,0.1094,0.13,pr,pr2021329003,2021-11-25T05:02:06.306Z,"9 km SSE of Pole Ojea, Puerto Rico",earthquake,0.39,0.31,0.12,4,reviewed,pr,pr
2021-11-25T04:25:08.880Z,18.1433,-68.0785,88,3.7,md,29,176,0.4786,0.44,pr,pr2021329002,2021-11-25T04:59:20.451Z,"59 km SE of Punta Cana, Dominican Republic",earthquake,2.41,1.6,0.14,19,reviewed,pr,pr
2021-11-25T04:16:46.188Z,38.7295,-118.9406,15.6,0.8,ml,10,106.05,0.281,0.1454,nn,nn00828782,2021-11-25T04:20:57.808Z,"18 km WNW of Walker Lake, Nevada",earthquake,,3.6,0.31,4,automatic,nn,nn
2021-11-25T04:16:39.830Z,33.499,-116.7758333,4.96,0.48,ml,17,56,0.02444,0.12,ci,ci39870063,2021-11-25T04:20:13.018Z,"10km NE of Aguanga, CA",earthquake,0.24,0.77,0.1,11,automatic,ci,ci
2021-11-25T04:15:59.665Z,38.7473,-118.9249,13.3,0.8,ml,8,166.93,0.302,0.0506,nn,nn00828781,2021-11-25T04:20:08.232Z,"18 km NW of Walker Lake, Nevada",earthquake,,4.2,0.4,5,automatic,nn,nn
2021-11-25T04:14:55.010Z,17.9766,-66.9586,12,2.09,md,21,163,0.0794,0.12,pr,pr2021329005,2021-11-25T05:33:37.820Z,"4 km WSW of Fuig, Puerto Rico",earthquake,0.52,0.38,0.1,4,reviewed,pr,pr
2021-11-25T04:10:59.224Z,63.0742,-150.0376,78.1,1.9,ml,,,,0.75,ak,ak021f4696l3,2021-11-25T04:22:56.580Z,"65 km WSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-11-25T03:24:28.593Z,-58.0025,-25.7264,70.33,5,mb,,66,7.071,0.84,us,us7000fwxn,2021-11-25T04:01:08.040Z,"South Sandwich Islands region",earthquake,10.4,5,0.073,60,reviewed,us,us
2021-11-25T03:15:10.171Z,38.7254,-118.7474,1.1,1.7,ml,22,83.53,0.399,0.1859,nn,nn00828779,2021-11-25T03:18:40.625Z,"8 km N of Walker Lake, Nevada",earthquake,,14,0.24,15,automatic,nn,nn
2021-11-25T03:11:40.571Z,35.1958313,-97.74862671,3.520927668,2.02,ml,12,61.28460693,0.04272763431,0.7525490116,ok,ok2021xbni,2021-11-25T03:27:01.689Z,"4 km SSW of Bridge Creek, Oklahoma",earthquake,3.192673331,2.697485386,,10,automatic,ok,ok
2021-11-25T02:54:58.313Z,-12.0404,-75.3618,81.45,4,mb,,122,1.449,0.76,us,us7000fwxh,2021-11-25T03:10:43.040Z,"central Peru",earthquake,6.9,21.1,0.212,6,reviewed,us,us
2021-11-25T02:48:24.450Z,38.4733315,-119.5521698,1.83,2.24,md,9,95,0.09463,0.08,nc,nc73657450,2021-11-25T05:28:10.830Z,"8km SW of Walker, CA",earthquake,0.43,1.87,0.25,8,automatic,nc,nc
2021-11-25T02:48:22.903Z,60.112,-150.3573,33.7,1.5,ml,,,,0.36,ak,ak021f45adte,2021-11-25T03:46:48.952Z,"43 km NE of Fox River, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-11-25T02:47:58.090Z,33.497,-116.7806667,3.88,0.59,ml,16,49,0.02248,0.12,ci,ci39870015,2021-11-25T02:51:34.876Z,"10km NE of Aguanga, CA",earthquake,0.24,0.58,0.236,17,automatic,ci,ci
2021-11-25T02:45:53.150Z,38.8240013,-122.7610016,1.63,1.82,md,12,130,0.009497,0.03,nc,nc73657445,2021-11-25T05:13:10.736Z,"3km W of Cobb, CA",earthquake,0.34,0.76,0.64,2,automatic,nc,nc
2021-11-25T02:45:39.360Z,18.184,-67.5521,6,2.58,md,11,269,0.2133,0.24,pr,pr2021329001,2021-11-25T03:12:22.187Z,"35 km WSW of Stella, Puerto Rico",earthquake,1.6,1.29,0.15,3,reviewed,pr,pr
2021-11-25T02:43:01.290Z,38.8325005,-122.8171692,1.83,0.85,md,11,69,0.01065,0.01,nc,nc73657440,2021-11-25T03:12:11.943Z,"8km NW of The Geysers, CA",earthquake,0.28,0.69,,1,automatic,nc,nc
2021-11-25T02:30:48.869Z,38.5736,-119.4468,0.2,1.2,ml,17,71.92,0.058,0.1753,nn,nn00828772,2021-11-25T02:37:33.712Z,"5 km E of Coleville, California",earthquake,,0.4,0.2,7,automatic,nn,nn
2021-11-25T02:29:11.870Z,44.2023333,-115.1115,8.76,2.09,ml,12,80,0.791,0.23,mb,mb80531684,2021-11-25T15:14:36.810Z,"13 km W of Stanley, Idaho",earthquake,0.57,1.13,0.146,12,reviewed,mb,mb
2021-11-25T02:22:39.990Z,33.6658333,-116.7756667,14.43,0.98,ml,38,45,0.06837,0.23,ci,ci39870007,2021-11-25T02:26:24.796Z,"10km SSW of Idyllwild, CA",earthquake,0.3,0.52,0.218,28,automatic,ci,ci
2021-11-25T02:18:47.640Z,38.5649986,-119.4554977,2.5,2.11,md,9,83,0.05461,0.08,nc,nc73657430,2021-11-25T04:18:11.365Z,"6km NNE of Walker, CA",earthquake,0.5,1.45,0.13,8,automatic,nc,nc
2021-11-25T02:16:05.228Z,36.36893845,-97.34061432,2.847088099,2.34,ml,45,55.23724365,0.09123773128,0.5678349713,ok,ok2021xblm,2021-11-25T02:18:42.143Z,"9 km NNW of Perry, Oklahoma",earthquake,1.773660371,1.334918419,,34,automatic,ok,ok
2021-11-25T02:04:54.180Z,19.1884994506836,-155.487167358398,30.6000003814697,1.72,ml,45,76,,0.129999995,hv,hv72810622,2021-11-25T02:10:24.830Z,"1 km SSW of Pāhala, Hawaii",earthquake,0.63,0.910000026,4.97,3,automatic,hv,hv
2021-11-25T01:59:27.196Z,63.8253,-148.5511,100.7,1.2,ml,,,,0.38,ak,ak021f44rbif,2021-11-25T08:48:35.066Z,"20 km ENE of Denali Park, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-11-25T01:57:27.020Z,33.4905,-116.7851667,3.35,1.38,ml,57,32,0.02523,0.2,ci,ci39869991,2021-11-25T16:19:00.750Z,"9km NE of Aguanga, CA",earthquake,0.2,0.58,0.179,27,reviewed,ci,ci
2021-11-25T01:56:20.080Z,18.2595,-66.1065,19,2.67,md,16,84,0.0545,0.2,pr,pr2021329000,2021-11-25T02:37:02.643Z,"0 km NW of Aguas Buenas, Puerto Rico",earthquake,0.42,0.34,0.14,3,reviewed,pr,pr
2021-11-25T01:54:48.604Z,36.38078308,-97.35025787,2.133806229,1.72,ml,24,124.8725739,0.1522655338,0.5200250241,ok,ok2021xbkt,2021-11-25T01:57:18.353Z,"11 km NNW of Perry, Oklahoma",earthquake,3.073350958,2.048174901,,19,automatic,ok,ok
2021-11-25T01:53:34.360Z,62.0534,-148.4569,13.5,2.8,ml,,,,0.87,ak,ak021f44q1pb,2021-11-25T02:12:47.427Z,"28 km N of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-25T01:47:30.130Z,38.8226662,-122.788002,1.72,0.84,md,8,119,0.01575,0.01,nc,nc73657420,2021-11-25T02:02:13.255Z,"6km W of Cobb, CA",earthquake,0.79,1.7,,1,automatic,nc,nc
2021-11-25T01:43:49.740Z,44.27,-115.1938333,9.61,1.83,ml,11,83,0.837,0.22,mb,mb80531679,2021-11-25T15:31:23.220Z,"21 km WNW of Stanley, Idaho",earthquake,0.58,1.19,0.227,10,reviewed,mb,mb
2021-11-25T01:41:19.913Z,59.5626,-152.9001,96.1,1.7,ml,,,,0.3,ak,ak021f44nfy5,2021-11-25T08:46:24.484Z,"60 km WNW of Nanwalek, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-11-25T01:37:04.277Z,35.09168625,-95.40821838,1.431819201,1.92,ml,11,128.5388565,0.12096598,0.5033108913,ok,ok2021xbkf,2021-11-25T01:39:35.501Z,"4 km SW of Quinton, Oklahoma",earthquake,3.92727598,2.554785615,,9,automatic,ok,ok
2021-11-25T01:27:04.120Z,60.7718,-150.5867,22.8,1.4,ml,,,,0.41,ak,ak021f44keq6,2021-11-25T01:31:40.482Z,"17 km SSE of Point Possession, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-25T01:25:11.090Z,14.7122,52.2422,10,4.5,mb,,142,10.83,0.84,us,us7000fwx3,2021-11-25T01:38:30.040Z,"165 km S of Al Ghayz̧ah, Yemen",earthquake,6.5,2,0.139,15,reviewed,us,us
2021-11-25T01:19:15.365Z,61.6865,-149.5828,34,1.6,ml,,,,0.43,ak,ak021f44ipv4,2021-11-25T01:24:19.048Z,"6 km N of Meadow Lakes, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-25T01:14:32.046Z,59.5194,-152.7732,70.6,1.4,ml,,,,0.36,ak,ak021f44hoki,2021-11-25T01:20:28.268Z,"51 km WNW of Nanwalek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-11-25T01:08:21.213Z,61.2597,-149.9782,49.4,1.2,ml,,,,0.31,ak,ak021f44gdfs,2021-11-25T01:18:47.899Z,"6 km NW of Anchorage, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-11-25T00:46:27.940Z,38.838501,-122.8075027,2.18,0.85,md,7,117,0.0134,0.01,nc,nc73657410,2021-11-25T01:05:14.458Z,"8km WNW of Cobb, CA",earthquake,0.62,1.88,,1,automatic,nc,nc
2021-11-25T00:38:39.890Z,36.5595,-80.5625,5.02,1.49,md,6,258,0.2566,0.16,se,se60139043,2021-11-25T15:13:22.110Z,"5 km N of Flat Rock, North Carolina",earthquake,4.45,13.04,0.095,5,reviewed,se,se
2021-11-25T00:19:19.340Z,35.0286667,-117.6828333,0.26,1.72,ml,21,57,0.0947,0.33,ci,ci39869935,2021-11-25T00:23:05.279Z,"4km NW of Boron, CA",quarry blast,0.76,31.61,0.229,30,automatic,ci,ci
2021-11-25T00:10:51.650Z,36.7441673,-121.456665,5.66,2.15,md,38,77,0.01407,0.24,nc,nc73657405,2021-11-25T03:21:10.998Z,"11km SW of Ridgemark, CA",earthquake,0.44,0.64,0.19,31,automatic,nc,nc
2021-11-25T00:07:07.580Z,38.8370018,-122.8083344,1.8,1.18,md,10,77,0.01365,0.01,nc,nc73657400,2021-11-25T03:05:11.896Z,"8km WNW of Cobb, CA",earthquake,0.37,1.05,,1,automatic,nc,nc
2021-11-25T00:04:30.946Z,62.9574,-145.2889,9.9,1.5,ml,,,,0.6,ak,ak021f43u3pk,2021-11-25T00:13:08.651Z,"22 km SE of Paxson, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-11-25T00:01:34.700Z,38.8373337,-122.8078308,2.21,0.85,md,17,52,0.0137,0.01,nc,nc73657395,2021-11-25T00:03:12.018Z,"8km WNW of Cobb, CA",earthquake,0.25,0.69,,1,automatic,nc,nc
2021-11-25T00:00:47.690Z,38.8373337,-122.8078308,2.11,0.85,md,11,97,0.0137,0.01,nc,nc73657390,2021-11-25T00:02:22.626Z,"8km WNW of Cobb, CA",earthquake,0.34,0.8,,1,automatic,nc,nc
2021-11-24T23:54:32.520Z,38.8370018,-122.8078308,2.27,0.85,md,13,59,0.0137,0.01,nc,nc73657375,2021-11-25T00:21:12.186Z,"8km WNW of Cobb, CA",earthquake,0.32,0.84,,1,automatic,nc,nc
2021-11-24T23:49:12.170Z,38.8353348,-122.8161697,1.58,0.36,md,8,74,0.01284,0.01,nc,nc73657370,2021-11-25T00:08:10.969Z,"8km W of Cobb, CA",earthquake,0.33,1.09,,1,automatic,nc,nc
2021-11-24T23:38:24.686Z,60.1438,-151.5136,40.2,1.6,ml,,,,0.46,ak,ak021f2u7006,2021-11-24T23:43:13.845Z,"11 km SW of Clam Gulch, Alaska",earthquake,,2,,,automatic,ak,ak
2021-11-24T23:34:32.362Z,38.1707,-117.8549,14.4,1.1,ml,11,98.27,0.015,0.5541,nn,nn00828768,2021-11-24T23:39:11.608Z,"32 km SE of Mina, Nevada",earthquake,,0.4,0.38,7,automatic,nn,nn
2021-11-24T23:26:51.235Z,38.1712,-117.7559,9.7,1,ml,11,150.84,0.057,0.2929,nn,nn00828766,2021-11-24T23:30:42.590Z,"39 km SE of Mina, Nevada",earthquake,,0.8,0.44,8,automatic,nn,nn
2021-11-24T23:22:20.540Z,38.7908325,-122.7610016,1.48,0.36,md,7,120,0.00983,0.02,nc,nc73657365,2021-11-24T23:23:58.115Z,"2km NNW of The Geysers, CA",earthquake,0.59,2.18,,1,automatic,nc,nc
2021-11-24T23:20:11.750Z,35.7496667,-117.5823333,3.18,0.26,ml,14,129,0.06708,0.1,ci,ci39869927,2021-11-24T23:47:36.473Z,"16km W of Searles Valley, CA",earthquake,0.24,0.29,0.097,4,reviewed,ci,ci
2021-11-24T23:14:46.140Z,40.3414993,-124.9091644,0.51,2.6,md,18,287,0.5303,0.22,nc,nc73657360,2021-11-25T02:24:10.508Z,"53km W of Petrolia, CA",earthquake,7.55,11.7,0.03,5,automatic,nc,nc
2021-11-24T23:14:32.102Z,-20.5475,-69.056,95.32,4.6,mwr,,50,0.414,1.13,us,us7000fwwk,2021-11-25T14:33:54.454Z,"120 km ESE of Iquique, Chile",earthquake,3.8,4.6,0.051,37,reviewed,us,us
2021-11-24T23:12:13.325Z,-10.6046,166.1096,135.63,4.9,mb,,70,4.929,0.54,us,us7000fwwm,2021-11-24T23:32:03.040Z,"36 km ENE of Lata, Solomon Islands",earthquake,10.6,7.9,0.066,72,reviewed,us,us
2021-11-24T23:11:36.190Z,19.4236666666667,-155.322833333333,5.53,2.47,ml,45,80,,0.11,hv,hv72810532,2021-11-25T10:41:52.222Z,"9 km WSW of Volcano, Hawaii",earthquake,0.27,0.39,0.136507420426214,28,reviewed,hv,hv
2021-11-24T23:10:42.870Z,46.5068333333333,-122.414666666667,17.77,0.87,ml,14,124,0.1165,0.1,uw,uw61800361,2021-11-25T00:55:52.190Z,"5 km ESE of Mossyrock, Washington",earthquake,0.31,1.03,0.147515256468349,7,reviewed,uw,uw
2021-11-24T23:04:22.768Z,64.4336,-147.4328,17.3,1.4,ml,,,,0.65,ak,ak021f2tzphw,2021-11-24T23:14:09.449Z,"27 km WSW of Salcha, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-11-24T23:00:15.480Z,33.5481667,-116.563,14.06,0.05,ml,8,184,0.0283,0.07,ci,ci39869919,2021-11-24T23:39:26.213Z,"10km E of Anza, CA",earthquake,0.61,0.48,0.047,3,reviewed,ci,ci
2021-11-24T22:56:15.330Z,36.7638321,-121.3805008,9.62,1.38,md,8,156,0.05358,0.03,nc,nc73657355,2021-11-25T02:08:11.413Z,"6km SSW of Ridgemark, CA",earthquake,0.6,1.66,0.28,8,automatic,nc,nc
2021-11-24T22:50:23.150Z,43.642,-123.343,-0.35,1.68,ml,6,111,0.04423,0.06,uw,uw61800356,2021-11-25T00:42:08.920Z,"2 km SW of Drain, Oregon",explosion,0.36,31.61,0.271088720242065,3,reviewed,uw,uw
2021-11-24T22:44:44.729Z,63.1007,-151.545,0,1.7,ml,,,,0.64,ak,ak021f2tmw8s,2021-11-24T22:49:45.871Z,"49 km S of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-24T22:39:34.319Z,63.1134,-151.5194,1.7,2.6,ml,,,,0.73,ak,ak021f2tlsun,2021-11-25T00:13:08.321Z,"48 km SSE of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-11-24T22:34:17.910Z,38.8218346,-122.8031693,2.74,0.89,md,17,56,0.005614,0.02,nc,nc73657350,2021-11-24T22:52:12.500Z,"6km NW of The Geysers, CA",earthquake,0.23,0.66,0.19,4,automatic,nc,nc
2021-11-24T22:33:31.920Z,35.7581667,-117.5613333,6.1,1.18,ml,17,67,0.06454,0.13,ci,ci39869887,2021-11-24T23:33:07.987Z,"14km W of Searles Valley, CA",earthquake,0.27,0.65,0.175,9,reviewed,ci,ci
2021-11-24T22:22:14.950Z,36.184,-118.0015,4.31,1.28,ml,19,54,0.08275,0.09,ci,ci39869879,2021-11-24T23:30:40.719Z,"11km S of Olancha, CA",earthquake,0.18,0.41,0.156,15,reviewed,ci,ci
2021-11-24T22:03:08.903Z,-36.4863,-73.7435,11.95,4.3,mwr,,111,0.515,0.68,us,us7000fww8,2021-11-24T22:21:35.040Z,"62 km WNW of Talcahuano, Chile",earthquake,4.1,4.8,0.04,59,reviewed,us,us
2021-11-24T21:58:57.480Z,38.7581673,-122.7330017,0.79,0.36,md,6,133,0.007226,0.01,nc,nc73657340,2021-11-24T22:21:05.308Z,"3km SE of The Geysers, CA",earthquake,0.33,0.74,0.04,2,automatic,nc,nc
2021-11-24T21:56:16.160Z,40.7716667,-122.0066667,0.56,1.49,md,15,110,0.03272,0.14,nc,nc73657335,2021-11-25T01:47:13.733Z,"6km WSW of Round Mountain, CA",earthquake,0.76,0.52,0.201,14,reviewed,nc,nc
2021-11-24T21:53:38.020Z,-31.9422,-71.517,42.13,4.2,mb,,169,0.471,0.5,us,us7000fww2,2021-11-24T22:53:59.569Z,"47 km SW of Illapel, Chile",earthquake,4.5,8.3,0.2,7,reviewed,us,us
2021-11-24T21:41:19.989Z,59.8156,-152.1676,11.7,1.9,ml,,,,0.77,ak,ak021f2t0rkx,2021-11-24T21:46:45.987Z,"19 km WNW of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-24T21:27:35.930Z,18.0013,-66.7513,14,2.32,md,12,140,0.1306,0.16,pr,pr2021328003,2021-11-24T21:39:57.692Z,"2 km SE of Magas Arriba, Puerto Rico",earthquake,0.47,0.6,0.14,7,reviewed,pr,pr
2021-11-24T21:26:12.000Z,35.7518333,-117.581,4.32,0.55,ml,12,129,0.06517,0.1,ci,ci39869847,2021-11-24T23:41:04.028Z,"16km W of Searles Valley, CA",earthquake,0.26,0.44,0.226,4,reviewed,ci,ci
2021-11-24T21:19:06.000Z,19.140832901001,-155.507995605469,37.5099983215332,2.05999994,md,31,153,,0.140000001,hv,hv72810467,2021-11-24T21:22:39.110Z,"7 km SSW of Pāhala, Hawaii",earthquake,0.75,0.839999974,0.879999995,3,automatic,hv,hv
2021-11-24T21:18:09.506Z,60.5423,-147.1279,12.5,1.7,ml,,,,0.98,ak,ak021f2svsob,2021-11-24T21:30:53.434Z,"43 km SW of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-11-24T21:12:19.670Z,19.2089996337891,-155.400833129883,32.5299987792969,1.99000001,md,38,155,,0.119999997,hv,hv72810462,2021-11-24T21:15:27.090Z,"8 km E of Pāhala, Hawaii",earthquake,0.58,0.829999983,0.910000026,11,automatic,hv,hv
2021-11-24T21:12:00.600Z,46.2881666666667,-122.3665,-1.13,0.87,ml,13,264,0.0539,0.1,uw,uw61800286,2021-11-25T00:37:37.660Z,"28 km SSE of Mossyrock, Washington",explosion,0.43,31.61,0.148003345961058,7,reviewed,uw,uw
2021-11-24T21:06:09.120Z,33.25,-116.7778333,7.68,0.75,ml,34,33,0.02124,0.16,ci,ci39869831,2021-11-24T23:14:03.065Z,"2km NW of Lake Henshaw, CA",earthquake,0.19,0.77,0.094,14,reviewed,ci,ci
2021-11-24T20:40:05.500Z,33.1376667,-117.1471667,-0.24,1.08,ml,25,97,0.07066,0.27,ci,ci39869815,2021-11-24T20:49:16.239Z,"2km ESE of San Marcos, CA",quarry blast,0.47,31.61,0.112,14,reviewed,ci,ci
2021-11-24T20:28:55.010Z,35.0543333,-118.3491667,-0.8,1.28,ml,18,49,0.06389,0.12,ci,ci39869791,2021-11-24T20:43:22.137Z,"12km SE of Tehachapi, CA",quarry blast,0.28,31.61,0.11,17,reviewed,ci,ci
2021-11-24T20:23:47.580Z,18.4186,-68.7368,128,3.8,md,23,117,0.368,0.2,pr,pr2021328002,2021-11-24T21:23:26.040Z,"6 km W of San Rafael del Yuma, Dominican Republic",earthquake,3.48,1.78,0.19,16,reviewed,pr,pr
2021-11-24T20:13:22.552Z,56.1415,-149.2472,10,3.3,ml,,197,2.458,0.38,us,us7000fwv8,2021-11-24T21:21:23.040Z,"246 km SE of Chiniak, Alaska",earthquake,8.3,2,0.057,40,reviewed,us,us
2021-11-24T20:04:25.000Z,46.0063333,-112.4701667,-2,1.89,ml,11,124,0.06,0.1,mb,mb80531644,2021-11-24T20:36:14.230Z,"5 km E of Butte, Montana",quarry blast,0.39,31.61,0.231,10,reviewed,mb,mb
2021-11-24T20:02:08.320Z,33.8671667,-117.5008333,-0.54,1.01,ml,14,109,0.06797,0.26,ci,ci39869743,2021-11-24T20:15:45.784Z,"2km ESE of Home Gardens, CA",quarry blast,0.78,31.61,0.068,7,reviewed,ci,ci
2021-11-24T20:00:56.430Z,34.9961667,-118.1928333,-0.82,1.21,ml,16,58,0.1207,0.2,ci,ci39869751,2021-11-24T20:39:15.804Z,"6km SSW of Mojave, CA",quarry blast,0.46,31.61,0.079,9,reviewed,ci,ci
2021-11-24T19:55:13.873Z,64.6954,-148.0809,16.7,0.3,ml,,,,0.21,ak,ak021f2rwq91,2021-11-24T20:58:17.944Z,"17 km S of Ester, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-11-24T19:50:10.881Z,63.1025,-149.1394,3.7,1.3,ml,,,,0.49,ak,ak021f2rvt3u,2021-11-24T19:54:29.135Z,"33 km SSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-11-24T19:48:50.630Z,44.9801667,-113.031,4.12,1.01,ml,7,182,0.2,0.12,mb,mb80531669,2021-11-24T21:30:37.740Z,"40 km SW of Dillon, Montana",earthquake,0.68,9.21,0.122,5,reviewed,mb,mb
2021-11-24T19:46:49.380Z,-22.4813,-68.5349,114.43,4.6,mb,,34,0.572,0.6,us,us7000fwv4,2021-11-24T20:15:57.040Z,"40 km E of Calama, Chile",earthquake,3.9,5.7,0.107,28,reviewed,us,us
2021-11-24T19:17:44.950Z,19.1895008087158,-155.468673706055,33.8600006103516,2.23,ml,48,96,,0.109999999,hv,hv72810347,2021-11-24T19:48:27.040Z,"1 km SE of Pāhala, Hawaii",earthquake,0.48,0.620000005,3.73,14,automatic,hv,hv
2021-11-24T19:15:36.370Z,37.4338333,-118.5411667,10.92,1.15,md,10,109,0.08243,0.04,nc,nc73657305,2021-11-24T20:29:13.904Z,"5km ENE of Round Valley, CA",earthquake,0.79,1.52,0.233,8,reviewed,nc,nc
2021-11-24T19:12:49.420Z,39.4235,-110.2948333,-3.43,2.14,md,10,200,0.02345,0.1,uu,uu60469502,2021-11-24T19:43:40.450Z,"16 km SSE of Sunnyside, Utah",earthquake,0.69,1.88,0.382,8,reviewed,uu,uu
2021-11-24T19:11:44.030Z,19.1590003967285,-155.473159790039,34.689998626709,2.17000008,md,39,118,,0.140000001,hv,hv72810332,2021-11-24T19:14:50.030Z,"4 km S of Pāhala, Hawaii",earthquake,0.76,1.07000005,1.19000006,14,automatic,hv,hv
2021-11-24T18:49:52.420Z,33.192,-115.5743333,3.29,1.33,ml,20,83,0.03755,0.19,ci,ci39869687,2021-11-24T19:12:39.090Z,"7km SW of Niland, CA",earthquake,0.28,0.33,0.265,12,reviewed,ci,ci
2021-11-24T18:49:14.540Z,19.1688327789307,-155.481170654297,34.4900016784668,2.21000004,md,37,93,,0.129999995,hv,hv72810307,2021-11-24T18:52:18.780Z,"3 km S of Pāhala, Hawaii",earthquake,0.54,0.800000012,1.26999998,15,automatic,hv,hv
2021-11-24T18:39:22.538Z,54.2495,-165.8447,119.49,2.7,ml,,186,0.099,0.2,us,us7000fwv1,2021-11-24T19:38:43.040Z,"13 km NNW of Akutan, Alaska",earthquake,19,7.2,0.109,14,reviewed,us,us
2021-11-24T18:33:28.150Z,36.0128333,-118.8693333,9.23,1.82,ml,20,59,0.1415,0.19,ci,ci39869663,2021-11-24T20:00:44.705Z,"14km ESE of Porterville, CA",earthquake,0.26,0.87,0.1,10,reviewed,ci,ci
2021-11-24T18:25:07.200Z,40.4661667,-121.5428333,3.73,1.58,md,6,134,0.01901,0.07,nc,nc73657290,2021-11-24T23:19:11.661Z,"12km N of Mineral, CA",earthquake,0.61,0.94,0.057,5,reviewed,nc,nc
2021-11-24T18:22:29.570Z,38.8023338,-122.7908325,-0.85,0.84,md,5,120,0.006622,0.04,nc,nc73657285,2021-11-24T18:24:07.828Z,"4km NW of The Geysers, CA",earthquake,0.32,3.8,,1,automatic,nc,nc
2021-11-24T18:20:05.778Z,-36.1899,53.6114,10,4.7,mb,,67,10.315,0.63,us,us7000fwur,2021-11-24T19:12:38.040Z,"South Indian Ocean",earthquake,11.5,1.9,0.113,24,reviewed,us,us
2021-11-24T18:18:22.777Z,-21.2728,-67.5108,180.29,4.6,mb,,47,1.693,0.64,us,us7000fwuh,2021-11-25T01:10:03.538Z,"114 km SW of Uyuni, Bolivia",earthquake,6.7,7,0.046,139,reviewed,us,us
2021-11-24T18:14:52.129Z,38.1363,-117.9851,8.7,1.2,ml,16,138.46,0.058,0.1018,nn,nn00828750,2021-11-25T02:37:56.881Z,"30 km SSE of Mina, Nevada",earthquake,,1.1,0.15,7,reviewed,nn,nn
